영문공항명,한글공항명,공항코드1(IATA),한글국가명
Ulukhaktok Airport,울루하톡 공항,YHI,캐나다
Ulundi Airport,울룬디 공항,ULD,남아프리카
Ulusaba Airstrip,울루사바 활주로,ULX,남아프리카
Ulyanovsk Baratayevka Airport,울리야놉스크 바라타예프카 공항,ULV,러시아
Ulyanovsk Vostochny Airport,울리야놉스크 보스토크니 공항,ULY,러시아
Uman Airport,우만 공항,n/a,우크라이나
Umberto Modiano Airport,움베르토 모디아노 공항,BZC,브라질
Umbria International Airport,움브리아 국제공항,PEG,이탈리아
Umea Airport,우메오 공항,UME,스웨덴
Umiujaq Airport,우미우자크 공항,YUD,캐나다
Una Comandatuba Airport,우나 코만다투바 공항,UNA,브라질
Unalakleet Airport,어널래클릿 공항,UNK,미국
Unalaska Airport,어널래스카 공항,DUT,미국
University of Illinois Willard Airport,일리노이 대학교 윌러드 공항,CMI,미국
University Oxford Airport,유니버시티 옥스퍼드 공항,UOX,미국
Upernavik Airport,우페르나비크 공항,JUV,그린란드
Upington Airport,어핑턴 공항,UTN,남아프리카
Urad Middle Banner Airport,우라드 미들배너 공항,WZQ,중국
Uranium City Airport,우라늄 시티 공항,YBE,캐나다
Uray Airport,우라이 공항,URJ,러시아
Urgench International Airport,우르겐치 국제 공항,UGC,우즈베키스탄
Urmia Airport,우르미아 공항,OMH,이란
Uru Harbour Airport,우루 항구 공항,ATD,솔로몬 제도
Urumqi Diwopu International Airport,우루무치 디워푸 국제공항,URC,중국
Urzhar Airport,우르자르 공항,UZR,카자흐스탄
USak Airport,우샤크 공항,USQ,터키
Usharal Airport,우샤랄 공항,USJ,카자흐스탄
Ushuaia Malvinas Argentinas International Airport,우수아이아 말비나스 아르헨티나스 국제공항,USH,아르헨티나
Usiminas Airport,우시미나스 공항,IPN,브라질
Usinsk Airport,우신스크 공항,USK,러시아
Ust Ilimsk Airport,우스트 일림스크 공항,UIK,러시아
Ust Kut Airport,우스트 쿠트 공항,UKX,러시아
Ust Kuyga Airport,우스트 쿠이가 공항,UKG,러시아
Ust Maya Airport,우스트 마야 공항,UMS,러시아
Ust Nera Airport,우스트 네라 공항,USR,러시아
Ust Tsilma Airport,우스트 틸마 공항,UTS,러시아
Ustupo Airport,우스투포 공항,UTU,파나마
Ustupu Ogobsucum Airport,우스투푸 오고브수쿰 공항,OGM,파나마
Utila Airport,우틸라 공항,UII,온두라스
Utirik Airport,유티릭 공항,UTK,마샬 군도
Utkela Airport,우트켈라 공항,UKE,인도
Uummannaq Umanak Airport,우만나크 우마낙 공항,UMD,그린란드
Uytash Airport,우이타쉬 공항,MCX,러시아
Uyuni Airport,우유니 공항,UYU,볼리비아
Uzhhorod International Airport,우즈호로드 국제공항,UDJ,우크라이나
Uzice Ponikve Airport,우지체 포니크베 공항,n/a,세르비아
V. C. Bird International Airport,V. C. 버드 국제공항,ANU,앤티가 바부다
Vaasa Airport,바사 공항,VAA,핀란드
Vaclav Havel AirportPrague,바츨라프 하벨 공항프라하,PRG,체코
Vadodara Airport,바도다라 공항,BDQ,인도
Vadso Airport,바드쇠 공항,VDS,노르웨이
Vaeroy Airport,베로이 공항,VRY,노르웨이
Vagar Airport,바가르 공항,FAE,페로제도
Vahitahi Airport,바히타히 공항,VHZ,프랑스령 폴리네시아
Val de Cans International Airport,발 드 꺉 국제 공항,BEL,브라질
Val d'Or Airport,발도르 공항,YVO,캐나다
Valdez Airport,밸디즈 공항,VDZ,미국
Valdosta Regional Airport,발도스타 공항,VLD,미국
Valenca Airport,발렌사 공항,VAL,브라질
Valencia Airport,발렌시아 공항,VLC,스페인
Valesdir Airport,발레스데르 공항,VLS,바누아투
Valladolid Airport,바야돌리드 공항,VLL,스페인
Valle del Conlara Airport,발레 델 콘라라 공항,RLO,아르헨티나
Vallenar Airport,발레나르 공항,n/a,칠레
Valley International Airport,밸리 국제 공항,HRL,미국
Van Don International Airport,반 돈 국제 공항,VDO,베트남
Van Ferit Melen Airport,반 페리 멜렌 공항,VAN,터키
Van Nuys Airport,반 누이 공항,VNY,미국
Vanavara Airport,바나바라 공항,VAQ,러시아
Vance W. Amory International Airport,밴스 W. 아모리 국제 공항,NEV,세인트키츠네비스
Vancouver Harbour Flight Centre,밴쿠버 하버 비행 센터,CXH,캐나다
Vancouver International Airport,밴쿠버 국제 공항,YVR,캐나다
Vanimo Airport,바니모 공항,VAI,파푸아뉴기니
Vanua Lava Airport,바누아 라바 공항,SLH,바누아투
Vanuabalavu Airport,바누아발라부 공항,VBV,피지
Vardo Airport Svartnes,바르되 공항 스바르트네스,VAW,노르웨이
Varkaus Airport,바르카우스 공항,VRK,핀란드
Varna Airport,바르나 공항,VAR,불가리아
Vavau International Airport,바바우 국제공항,VAV,통가
Vaxj Airport,벡셰/크로노베르크 공항,VXO,스웨덴
Veer Savarkar International Airport,비어 사바르카르 국제공항,IXZ,인도
Veer Surendra Sai Airport,비르 수렌드라 사이 공항,JRG,인도
Veliky Ustyug Airport,벨리키 우스티우그 공항,VUS,러시아
Vellore Airport,벨로르 공항,n/a,인도
Velsk Airport,벨스크 공항,n/a,러시아
Venango Regional Airport,베넹고 지역 공항,FKL,미국
Venetie Airport,베네티 공항,VEE,미국
Venice Marco Polo Airport,베네치아 마르코 폴로 공항,VCE,이탈리아
Venice Municipal Airport,베니스 공항,VNC,미국
Venustiano Carranza International Airport,베누스티아노 카란자 국제공항,LOV,멕시코
Verkhnevilyuysk Airport,베르흐네빌류스크 공항,VHV,러시아
Vermilion Regional Airport,버밀리언 공항,DNV,미국
Vernal Regional Airport,버널 공항,VEL,미국
Vero Beach Regional Airport,베로비치 공항,VRB,미국
Verona Villafranca Airport,베로나 빌라프랑카 공항,VRN,이탈리아
Vestmannaeyjar Airport,베스트만네이야 공항,VEY,아이슬란드
Vicecomodoro angel de la Paz Aragones Airport,비스코모도로 앙헬 데 라 파스 아라고네스 공항,SDE,아르헨티나
Victor Attah International Airport,빅터 아타 국제공항,QUO,나이지리아
Victoria Falls Airport,빅토리아 폴스 공항,VFA,짐바브웨
Victoria Harbour Water Airport,빅토리아 하버 워터 공항,YWH,캐나다
Victoria International Airport,빅토리아 국제 공항,YYJ,캐나다
Victoria Regional Airport,빅토리아 공항,VCT,미국
Vidyanagar Airport,비댜나가르 공항,VDY,인도
Vienna International Airport,비엔나 국제 공항,VIE,오스트리아
Vieste Heliport,비에스테 헬리포트,VIF,이탈리아
Vigan Mindoro Airport,비간 공항,n/a,필리핀
Vigo Peinador Airport,비고 페이나도르 공항,VGO,스페인
Vila Real Airport,빌라 레알 공항,VRL,포르투갈
Vila Rica Municipal Airport,빌라리카 공항,VLP,브라질
Vilankulo Airport,빌란쿨로 공항,VNX,모잠비크
Vilhelmina Airport,빌헬미나 공항,VHM,스웨덴
Vilhena Airport,빌헤나 공항,BVH,브라질
Villa Garzon Airport,빌라 가르손 에어포트 ,VGZ,콜롬비아
Villa Gesell Airport,빌라 게셀 에어포트 ,VLG,아르헨티나
Villa International AirportMaamigili,빌라 인터내셔널 에어포트 마미길리 ,VAM,몰디브
Villa Reynolds Airport,빌라 레이놀즈 에어포트 ,VME,아르헨티나
Vilnius Airport,빌니우스 공항,VNO,리투아니아
Vilo Acuna Airport,빌로 아쿠냐 공항,CYO,쿠바
Vilyuysk Airport,빌류이스크 공항,VYI,러시아
Vina del Mar Airport,비냐 델 마르 공항,KNA,칠레
Vincenzo Florio AirportTrapani Birgi,빈첸초 플로리오 공항트라파니 비르기,TPS,이탈리아
Vinh International Airport,빈 국제 공항,VII,베트남
Vipingo Airport,비핑고 공항,VPG,케냐
Virac Airport,비락 공항,VRC,필리핀
Viracopos/Campinas International Airport,비라코포스/캄피나스 국제공항,VCP,브라질
Virgin Gorda Airport,버진고르다 공항,VIJ,영국령 버진아일랜드
Virginia Airport,버지니아 공항,VIR,남아프리카
Virginia Highlands Airport,버지니아 하이랜드 공항,VJI,미국
Viru Viru International Airport,비루비루 국제공항,VVI,볼리비아
Visakhapatnam Airport,비사카파트남 공항,VTZ,인도
Visalia Municipal Airport,비살리아 공항,VIS,미국
Visby Airport,비스비 공항,VBY,스웨덴
Viseu Airport,비세우 공항,VSE,포르투갈
Vitebsk Vostochny Airport,비쳅스크 보스토크니 공항,VTB,벨라루시
Vitoria Airport,비토리아 공항,VIT,스페인
Vladivostok International Airport,블라디보스토크 국제 공항,VVO,러시아
Vnukovo International Airport,브누코보 국제공항,VKO,러시아
Vodochody Airport,보도초디 공항,VOD,체코
Voi Airport,보이 공항,n/a,케냐
Volgograd International Airport,볼고그라드 국제 공항,VOG,러시아
Vologda Airport,볼로그다 공항,VGD,러시아
Vopnafjrour Airport,보프나피외르뒤르 공항,VPN,아이슬란드
Vorkuta Airport,보르쿠타 공항,VKT,러시아
Voronezh International Airport,보로네시 국제공항,VOZ,러시아
Voronezh Pridacha Airport,보로네시 프리다차 공항,n/a,러시아
Vunisea Airport,부니세아 공항,KDV,피지
W. K. Kellogg Airport,W. K. 켈로그 공항,BTL,미국
Wa Airport,와 공항,WZA,가나
Wabush Airport,와부시 공항,YWK,캐나다
Waco Regional Airport,웨이코 지역 공항,ACT,미국
Wadi al Dawasir Domestic Airport,와디 알 다와시르 국내선 공항,WAE,사우디아라비아
Wadi Halfa Airport,와디 할파 공항,WHF,수단
Wagga Wagga Airport,와가와가 공항,WGA,오스트레일리아
Waimea Kohala Airport,와이메아 코할라 공항,MUE,미국
Wainwright Airport,웨인라이트 공항,AIN,미국
Wajir Airport,와지르 공항,WJR,케냐
Wakaya Airport,와카야공항,KAY,피지
Wakkanai Airport,왓카나이 공항,WKJ,일본
Walaha Airport,왈라하 공항,WLH,바누아투
Wales Airport,웨일스 공항,WAA,미국
Walla Walla Regional Airport,왈라왈라 공항,ALW,미국
Walvis Bay Airport,월브스 베이 공항,WVB,나미비아
Wamena Airport,와메나 공항,WMX,인도네시아
Wanaka Airport,와나카 공항,WKA,뉴질랜드
Wang an Airport,왕안공항,WOT,대만
Wanigela Airport,와니겔라 공항,AGL,파푸아뉴기니
Wanzhou Wuqiao Airport,완저우 우차오 공항,WXN,중국
Wapenamanda Airport,와페나만다 공항,WBM,파푸아뉴기니
Warangal Airport,와랑갈 공항,WGC,인도
Warraber Island Airport,워레이버 아일랜드 공항,SYU,오스트레일리아
Warri Airport,와리 공항,QRW,나이지리아
Warrnambool Airport,워남불 공항,WMB,오스트레일리아
Warsaw Chopin Airport,바르샤바 쇼팽 공항,WAW,폴란드
Warsaw Modlin Airport,바르샤바 모들린 공항,WMI,폴란드
Warukin Airport,와루킨 공항,TJG,인도네시아
Washington County Airport,워싱턴 카운티 공항,WSG,미국
Washington Dulles International Airport,워싱턴 덜레스 국제 공항,IAD,미국
Waskaganish Airport,와스카가니시 공항,YKQ,캐나다
Waspam Airport,와스팸 공항,WSP,니카라과
Waterfall Seaplane Base,폭포 수상 비행기 기지,KWF,미국
Waterford Airport,워터퍼드 공항,WAT,아일랜드
Waterloo Regional Airport,워털루 공항,ALO,미국
Watertown International Airport,워터타운 국제공항,ART,미국
Watertown Regional Airport,워터타운 지역공항,ATY,미국
Watson Lake Airport,왓슨 레이크 공항,YQH,캐나다
Wattay International Airport,왓타이 국제 공항,VTE,라오스
Wau Airport,와우 공항,WUU,수단
Waukesha County Airport,워키샤 카운티 공항,UES,미국
Way Tuba Gatot Subroto Airport,웨이 튜바 가토트 수브로토 공항,WTX,인도네시아
Waynesville St. Robert Regional Airport,웨인스빌 세인트. 로버트 지역공항,TBN,미국
Webequie Airport,웨퀴 공항,YWP,캐나다
Weerawila Airport,위라윌라 공항,WRZ,스리랑카
Weeze Airport,위즈 공항,NRN,독일
Weifang Airport,웨이팡 공항,WEF,중국
Weihai Dashuibo Airport,웨이하이 다수이보 공항,WEH,중국
Weipa Airport,웨이파 공항,WEI,오스트레일리아
Wekweeti Airport,베크웨티 공항,YFJ,캐나다
Wellington International Airport,웰링턴 국제 공항,WLG,뉴질랜드
Wemindji Airport,웨민지 공항,YNC,캐나다
Wenshan Puzhehei Airport,원산푸저헤이 공항,WNH,중국
Wenzhou Longwan International Airport,원저우 룽완 국제공항,WNZ,중국
West Angelas Airport,웨스트 앤젤러스 공항,WLP,오스트레일리아
West Kootenay Regional Airport,웨스트 쿠트네이 지역 공항,YCG,캐나다
West Kutai Melalan Airport,웨스트 쿠타이 멜라란 공항,GHS,인도네시아
West Michigan Regional Airport,웨스트 미시간 지역 공항,n/a,미국
West Point Village Seaplane Base,웨스트 포인트 빌리지 수상비행기 기지,KWP,미국
Westchester County Airport,웨스트체스터 카운티 공항,HPN,미국
Westerly State Airport,웨스털리 스테이트 공항,WST,미국
Western Nebraska Regional Airport,웨스턴 네브래스카 리저널 공항,BFF,미국
WestField Barnes Regional Airport,웨스트필드 반스 공항,BAF,미국
Westover Metropolitan Airport,웨스트오버 메트로폴리탄 공항,CEF,미국
Westport Airport,웨스트포트 공항,WSZ,뉴질랜드
Westray Airport,웨스트레이 공항,WRY,영국
Wewak Airport,웨왁 공항,WWK,파푸아뉴기니
Whakatane Airport,와카타네 공항,WHK,뉴질랜드
Whale Cove Airport,웨일 코브 공항,YXN,캐나다
Whanganui Airport,황가누이 공항,WAG,뉴질랜드
Whangarei Airport,황가레이 공항,WRE,뉴질랜드
Whati Airport,화이티 공항,YLE,캐나다
White Mountain Airport,화이트 마운틴 공항,WMO,미국
Whitegrass Airport,화이트그래스 공항,TAH,바누아투
Whitsunday Coast Airport,휘트선데이 코스트 공항,PPP,오스트레일리아
Whyalla Airport,화이앨라 공항,WYA,오스트레일리아
Wiarton Airport,위어턴 공항,YVV,캐나다
Wichita Colonel James Jabara Airport,위치타 대령 제임스 자바라 공항,AAO,미국
Wichita Dwight D. Eisenhower National Airport,위치타 드와이트 D. 아이젠하워 내셔널 공항,ICT,미국
Wichita Falls Municipal Airport,위치타 폴스 공항,SPS,미국
Wick Airport,윅 공항,WIC,영국
Wildman Lake Airport,와일드먼 레이크 공항,EWD,미국
Wiley Post Will Rogers Memorial Airport,와일리 포스트 윌 로저스 메모리얼 공항,BRW,미국
Wilkes Barre/Scranton International Airport,윌크스배러/스크랜턴 국제공항,AVP,미국
Will Rogers World Airport,윌 로저스 월드 공항,OKC,미국
William P. Hobby Airport,윌리엄 P. 하비 공항,HOU,미국
William R. Fairchild International Airport,윌리엄 R. 페어차일드 국제 공항,CLM,미국
Williams Harbour Airport,윌리엄스 하버 공항,YWM,캐나다
Williams Lake Airport,윌리엄스 레이크 공항,YWL,캐나다
Williamson County Regional Airport,윌리엄슨 카운티 공항,MWA,미국
Williamsport Regional Airport,윌리엄스포트 공항,IPT,미국
Williston Basin International Airport,윌리스턴 베이슨 국제 공항,XWA,미국
Willow Run Airport,윌로우 런 공항,YIP,미국
Wilmington Air Park,윌밍턴 에어파크,ILN,미국
Wilmington Airport,윌밍턴 공항,ILG,미국
Wilmington International Airport,윌밍턴 국제 공항,ILM,미국
Wilson Airport,윌슨 공항,WIL,케냐
Wiluna Airport,윌루나 공항,WUN,오스트레일리아
Wilwal International Airport,윌왈 국제 공항,JIJ,이디오피아
Windorah Airport,윈도라 공항,WNR,오스트레일리아
Windsor International Airport,윈저 국제 공항,YQG,캐나다
Winnipeg James Armstrong Richardson International Airport,위니펙 제임스 암스트롱 리o드슨 국제 공항,YWG,캐나다
Winter Haven Regional Airport,윈터 헤이븐 지역 공항,GIF,미국
Winton Airport,윈턴 공항,WIN,오스트레일리아
Wipim Airport,위핌 공항,WPM,파푸아뉴기니
Wittman Regional Airport,위트먼 공항,OSH,미국
Woitape Airport,워이타페 공항,WTP,파푸아뉴기니
Woja Airport,워자 공항,WJA,마샬 군도
Wollaston Lake Airport,월러스턴 레이크 공항,ZWL,캐나다
Wonderboom Airport,원더붐 공항,PRY,남아프리카
Wonju Airport,원주공항,WJU,대한민국
